fileName,subject,imgNum,label,ang,xF,yF,wF,hF,xRE,yRE,xLE,yLE,xN,yN,xRM,yRM,xLM,yLM
20130530_04_Driv_028_f ,4,28,2,0,306,176,110,128,330,202,379,196,360,226,342,254,384,250
20130530_04_Driv_029_f ,4,29,2,0,302,183,126,128,331,213,382,207,361,237,342,265,381,261
20130530_04_Driv_030_f ,4,30,2,0,298,184,122,127,332,210,382,206,362,237,342,265,382,260
20130530_04_Driv_031_f ,4,31,2,0,302,178,115,131,331,207,384,200,361,229,343,261,384,257
20130530_04_Driv_032_f ,4,32,2,0,299,179,121,133,328,210,382,204,361,233,341,260,382,257
20130530_04_Driv_033_f ,4,33,2,0,299,178,119,134,330,209,383,206,357,235,342,263,380,258
20130530_04_Driv_034_f ,4,34,2,0,298,178,121,130,329,206,385,204,358,231,341,263,381,257
20130530_04_Driv_035_f ,4,35,2,0,296,182,117,128,327,209,377,203,355,233,337,263,381,260
20130530_04_Driv_036_f ,4,36,2,0,297,184,114,127,324,209,378,206,351,235,336,263,376,260
20130530_04_Driv_037_f ,4,37,2,0,297,176,113,131,322,208,371,205,352,234,337,260,375,257
20130530_04_Driv_038_f ,4,38,2,0,291,180,117,138,315,212,367,204,342,237,331,266,369,261
20130530_04_Driv_039_f ,4,39,2,0,286,183,119,140,313,217,364,209,337,239,328,269,366,263
20130530_04_Driv_040_f ,4,40,2,-15,279,178,112,136,301,210,348,201,324,233,316,262,352,257
20130530_04_Driv_041_f ,4,41,2,-15,275,177,116,139,302,211,351,203,325,235,317,266,356,261
20130530_04_Driv_042_f ,4,42,2,-15,276,177,117,134,299,211,348,203,323,237,319,267,353,253
20130530_04_Driv_043_f ,4,43,2,-15,273,173,120,138,299,205,350,200,320,232,317,262,347,257
20130530_04_Driv_044_f ,4,44,2,-15,270,179,107,133,292,208,342,203,310,235,306,263,341,257
20130530_04_Driv_045_f ,4,45,2,-15,268,181,115,135,296,212,342,204,316,237,311,269,342,262
20130530_04_Driv_046_f ,4,46,2,-15,271,189,120,132,300,222,347,213,323,243,318,275,350,266
20130530_04_Driv_047_f ,4,47,2,0,279,190,110,121,307,215,355,208,331,237,326,268,353,263
20130530_04_Driv_048_f ,4,48,2,15,314,175,121,139,355,202,407,200,387,225,365,258,403,255
20130530_04_Driv_049_f ,4,49,2,15,329,174,102,140,359,201,407,203,394,230,365,257,402,258
20130530_04_Driv_050_f ,4,50,2,15,330,173,108,142,364,203,413,201,397,231,368,256,410,259
20130530_04_Driv_051_f ,4,51,2,15,332,175,107,142,369,204,413,203,399,232,376,259,411,261
20130530_04_Driv_052_f ,4,52,2,15,336,174,103,132,374,202,417,203,405,228,376,257,414,260
20130530_04_Driv_053_f ,4,53,2,15,342,178,104,138,376,203,420,205,412,232,383,260,414,264
20130530_04_Driv_054_f ,4,54,2,15,344,177,106,134,377,205,420,206,411,234,382,257,419,262
20130530_04_Driv_055_f ,4,55,2,15,344,176,102,137,382,202,428,204,411,234,385,258,420,261
20130530_04_Driv_056_ll,4,56,3,30,353,177,101,138,388,207,432,207,422,236,387,258,424,264
20130530_04_Driv_057_ll,4,57,3,45,363,178,99,142,397,206,435,209,428,235,399,261,429,264
20130530_04_Driv_058_f ,4,58,2,15,361,168,91,139,388,198,428,203,421,225,388,248,420,252
20130530_04_Driv_059_f ,4,59,2,15,351,171,94,129,385,195,422,199,414,218,381,245,418,252
20130530_04_Driv_060_f ,4,60,2,15,343,166,100,139,376,192,417,197,405,220,379,243,412,247
20130530_04_Driv_061_f ,4,61,2,15,344,170,94,138,370,195,418,198,403,223,374,249,404,251
20130530_04_Driv_062_f ,4,62,2,15,347,176,87,128,368,199,413,200,397,220,373,246,410,251
20130530_04_Driv_063_f ,4,63,2,15,334,166,100,133,365,195,407,195,396,218,371,243,407,246
20130530_04_Driv_064_f ,4,64,2,15,333,171,94,130,361,194,404,194,391,220,369,246,400,246
20130530_04_Driv_065_f ,4,65,2,15,333,171,94,132,361,195,401,195,390,220,365,248,399,246
20130530_04_Driv_066_f ,4,66,2,15,328,170,101,134,359,193,402,195,391,218,367,248,397,242
20130530_04_Driv_067_f ,4,67,2,15,334,174,100,139,365,199,408,198,397,222,369,254,406,249
20130530_04_Driv_068_f ,4,68,2,15,341,173,98,140,366,200,410,200,397,224,370,255,407,252
20130530_04_Driv_069_f ,4,69,2,15,331,176,106,139,363,201,409,202,397,228,368,257,405,252
20130530_04_Driv_070_f ,4,70,2,15,326,173,112,139,362,198,409,198,393,228,367,253,406,251
20130530_04_Driv_071_f ,4,71,2,15,325,175,111,138,361,198,406,198,393,225,368,253,403,251
20130530_04_Driv_072_f ,4,72,2,15,324,178,107,131,358,200,407,201,389,225,364,258,405,253
20130530_04_Driv_073_f ,4,73,2,0,310,177,121,137,346,205,397,200,376,228,355,257,395,258
20130530_04_Driv_074_f ,4,74,2,0,302,175,128,136,337,207,390,202,367,229,347,257,388,255
20130530_04_Driv_075_f ,4,75,2,0,298,172,121,143,324,206,378,199,352,229,335,258,377,252
20130530_04_Driv_076_f ,4,76,2,-15,290,178,120,144,319,212,370,207,342,237,327,266,370,258
20130530_04_Driv_077_f ,4,77,2,-15,288,181,119,141,316,212,367,207,337,238,328,259,373,260
20130530_04_Driv_078_f ,4,78,2,-15,288,180,111,123,315,209,365,206,339,237,329,261,370,259
20130530_04_Driv_079_f ,4,79,2,-15,280,175,120,149,313,213,366,206,333,240,325,265,369,258
20130530_04_Driv_080_f ,4,80,2,-15,282,189,116,131,313,219,362,212,330,246,326,274,367,265
20130530_04_Driv_081_f ,4,81,2,-15,282,186,120,129,311,215,363,210,335,243,329,271,366,261
20130530_04_Driv_082_f ,4,82,2,-15,282,183,124,131,312,215,364,209,337,243,330,269,361,261
20130530_04_Driv_083_f ,4,83,2,-15,282,181,120,140,312,214,360,206,335,241,327,269,361,261
20130530_04_Driv_084_f ,4,84,2,-15,279,185,125,133,310,213,359,209,338,241,322,264,359,264
20130530_04_Driv_085_f ,4,85,2,-15,281,181,127,140,311,216,360,207,336,241,324,264,363,264
20130530_04_Driv_086_f ,4,86,2,-15,278,183,128,141,307,218,354,210,330,247,324,273,356,266
20130530_04_Driv_087_lr,4,87,1,-30,268,186,128,134,296,222,344,212,319,247,316,274,347,269
20130530_04_Driv_088_lr,4,88,1,-30,264,187,127,131,287,220,334,211,304,247,305,272,337,270
20130530_04_Driv_089_f ,4,89,2,-15,264,175,143,136,295,207,345,200,320,234,314,261,351,251
20130530_04_Driv_090_f ,4,90,2,0,266,170,141,139,303,206,354,198,331,229,319,255,362,247
